Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal,Safety Band,Health Band,Investor Type,Current Stance,Portfolio Role,Risk Label,Investor Fit Score,Interpretation
AKRO/USDT,MATURE,0,Downward,-1,-1.84,40,50.23,Neutral,-1.01,High Risk,Caution,0,1,D,Underweight,Conservative Allocation,-1.607971554,"WATCHLIST: Reference return -1.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.72,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
FIS/USDT,MATURE,0.02,Downward,-1,-2.12,10,30.46,Bearish,-7.9,High Risk,Caution,0,-9.1,D,Underweight,Conservative Allocation,-1.402324204,"WATCHLIST: Reference return -7.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,1.52,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
OAX/USDT,MATURE,0.04,Downward,-1,-1.66,40,45.53,Neutral,-0.81,High Risk,Caution,0,1.2,D,Underweight,Conservative Allocation,-1.566734594,"WATCHLIST: Reference return -0.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.76,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
DODO/USDT,MATURE,0.02,Downward,-1,1.98,85,47.65,Neutral,-0.69,High Risk,Caution,0,39.3,C,Caution,Risk Mitigation,-1.296010416,"WATCHLIST: Reference return -0.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,39.26,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
ZIL/USDT,MATURE,0,Downward,-1,0.17,50,44.62,Neutral,-0.74,High Risk,Caution,7.6,19.9,D,Underweight,Conservative Allocation,-1.388169697,"WATCHLIST: Reference return -0.7%, Safety 7.6/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,26.02,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
HMSTR/USDT,MATURE,0,Downward,-1,0.17,50,41.02,Neutral,-2.81,High Risk,Caution,0,17.8,D,Underweight,Conservative Allocation,-1.76218499,"WATCHLIST: Reference return -2.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.37,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
BNBDOWN/USDT,MATURE,0,Downward,-1,-1.79,40,35.66,Bearish,-3.97,High Risk,Caution,0,-0.9,D,Underweight,Conservative Allocation,-2.675926701,"WATCHLIST: Reference return -4.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,9.82,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ASTR/USDT,MATURE,0.01,Downward,-1,-1.28,35,47.2,Neutral,-0.4,High Risk,Caution,0,2.8,D,Underweight,Conservative Allocation,-1.549906049,"WATCHLIST: Reference return -0.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.61,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
HAEDAL/USDT,MATURE,0.03,Downward,-1,-1.5,45,49.78,Neutral,-1.18,High Risk,Caution,0,3.8,D,Underweight,Conservative Allocation,-2.560162293,"WATCHLIST: Reference return -1.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.12,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TUSD/USDT,MATURE,1,Downward,-1,1.61,70,49.99,Neutral,-0.02,Low Risk,Safe,99.3,54.7,C+,Watchlist,Double Check,-4.880532038,"WATCHLIST: Reference return -0.0%, Safety 99.3/100, Risk: Low Risk","Risk Reference Prices (Current: 1.00) | Lower Warning: 0.95, Lower Danger: 0.9, Upper Warning: 1.05, Upper Danger: 1.1",WATCHLIST,Safe,Strong,Safe / Defensive,Safe Hold,Defensive / Cash Position,Low Risk | Safe | Strong,75.69,"Best suited for capital preservation, portfolio stabilization, and low-volatility allocation. Current profile supports defensive holding."
DCR/USDT,MATURE,20.44,Upward,1,-2.6,30,44.41,Neutral,-2.31,High Risk,Caution,0,-4.6,D,Underweight,Conservative Allocation,0.760229404,"WATCHLIST: Reference return -2.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 20.44) | Lower Warning: 19.42, Lower Danger: 18.4, Upper Warning: 21.46, Upper Danger: 22.48",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,6.06,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ARPA/USDT,MATURE,0.01,Downward,-1,0.49,60,45.45,Neutral,-0.36,High Risk,Caution,15.7,26.8,D,Underweight,Conservative Allocation,-0.70521698,"WATCHLIST: Reference return -0.4%, Safety 15.7/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Risky,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Risky | Acceptable,33.3,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
ETHDOWN/USDT,MATURE,0.05,Downward,-1,-1.98,40,33.87,Bearish,-4.68,High Risk,Caution,0,-2.1,D,Underweight,Conservative Allocation,-1.840854084,"WATCHLIST: Reference return -4.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.05) | Lower Warning: 0.04, Lower Danger: 0.04, Upper Warning: 0.05, Upper Danger: 0.05",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,8.81,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
SYS/USDT,MATURE,0.01,Downward,-1,-1.26,35,40.58,Neutral,-2.6,High Risk,Caution,0,1.9,D,Underweight,Conservative Allocation,-1.86011046,"WATCHLIST: Reference return -2.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.73,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TRXDOWN/USDT,MATURE,1.14,Upward,1,-1.02,45,51.56,Neutral,-1.61,High Risk,Caution,0,7.3,D,Underweight,Conservative Allocation,-0.314774343,"WATCHLIST: Reference return -1.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 1.14) | Lower Warning: 1.08, Lower Danger: 1.03, Upper Warning: 1.2, Upper Danger: 1.25",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,16.55,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
WAL/USDT,MATURE,0.07,Downward,-1,-1.36,35,43.89,Neutral,-1.06,High Risk,Caution,0,1.8,D,Underweight,Conservative Allocation,-1.688733269,"WATCHLIST: Reference return -1.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.07, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.08",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.78,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
GNO/USDT,MATURE,122.32,Downward,-1,-0.9,35,51.1,Neutral,1.82,Low Risk,Caution,37.2,16.7,D,Underweight,Conservative Allocation,-0.166860929,"WATCHLIST: Reference return 1.8%, Safety 37.2/100, Risk: Low Risk","Risk Reference Prices (Current: 122.32) | Lower Warning: 116.2, Lower Danger: 110.09, Upper Warning: 128.44, Upper Danger: 134.55",WATCHLIST,Caution,Weak,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Weak,31.14,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
VIDT/USDT,MATURE,0,Downward,-1,-3.16,30,49.27,Neutral,-1.06,High Risk,Caution,0,-5,D,Underweight,Conservative Allocation,-1.268575021,"WATCHLIST: Reference return -1.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,5.03,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
BADGER/USDT,MATURE,0.76,Downward,-1,0.39,55,24.66,Bearish,-9.85,High Risk,Caution,0,18.6,D,Underweight,Conservative Allocation,-1.68613562,"WATCHLIST: Reference return -9.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.76) | Lower Warning: 0.72, Lower Danger: 0.69, Upper Warning: 0.8, Upper Danger: 0.84",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.27,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
F/USDT,MATURE,0.01,Downward,-1,-1.69,45,44.42,Neutral,-2.21,High Risk,Caution,0,1.9,D,Underweight,Conservative Allocation,-2.118993441,"WATCHLIST: Reference return -2.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.54,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
FIO/USDT,MATURE,0.01,Downward,-1,0.39,50,37.84,Bearish,-4.95,High Risk,Caution,0,19.5,D,Underweight,Conservative Allocation,-0.08767927,"WATCHLIST: Reference return -5.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,23.11,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
NKN/USDT,MATURE,0.01,Downward,-1,-0.32,45,43.48,Neutral,-0.85,High Risk,Caution,0,12.3,D,Underweight,Conservative Allocation,-0.727385778,"WATCHLIST: Reference return -0.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Weak,Speculative,High Risk Tactical Only,Tactical Satellite Position,High Risk | Speculative | Weak,18.99,"Suitable only for high-risk tactical or speculative positioning. Current profile is only suitable for tactical, high-risk participation."
DOTDOWN/USDT,MATURE,16.74,Upward,1,3.61,90,52.96,Neutral,1.15,High Risk,Caution,0,46.8,C+,Watchlist,Double Check,0.976088168,"ATTENTION: Reference return 1.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 16.74) | Lower Warning: 15.9, Lower Danger: 15.06, Upper Warning: 17.57, Upper Danger: 18.41",ATTENTION,Speculative,Strong,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Strong,46.86,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
WNXM/USDT,MATURE,73.26,Upward,1,-0.86,55,56.78,Neutral,-0.08,Low Risk,Mediate,46.8,20.8,D,Underweight,Conservative Allocation,1.482825701,"WATCHLIST: Reference return -0.1%, Safety 46.8/100, Risk: Low Risk","Risk Reference Prices (Current: 73.26) | Lower Warning: 69.6, Lower Danger: 65.93, Upper Warning: 76.92, Upper Danger: 80.59",WATCHLIST,Caution,Weak,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Weak,39.4,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
LINA/USDT,MATURE,0,Downward,-1,-1.75,40,30.21,Bearish,-10.17,High Risk,Caution,0,-1.5,D,Underweight,Conservative Allocation,-1.597502945,"WATCHLIST: Reference return -10.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,9.2,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
IOTX/USDT,MATURE,0,Downward,-1,-2.25,10,42.95,Neutral,-2.45,High Risk,Caution,0,-7.7,D,Underweight,Conservative Allocation,-2.172015489,"WATCHLIST: Reference return -2.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,2.86,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
SLP/USDT,MATURE,0,Downward,-1,-1.47,45,45.81,Neutral,-1.74,High Risk,Caution,0,3.3,D,Underweight,Conservative Allocation,-1.41581424,"WATCHLIST: Reference return -1.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,13.65,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TFUEL/USDT,MATURE,0.01,Downward,-1,0.32,60,40.76,Neutral,-3.26,High Risk,Caution,7.3,22.7,D,Underweight,Conservative Allocation,-2.091218869,"WATCHLIST: Reference return -3.3%, Safety 7.3/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,28.24,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
AVA/USDT,MATURE,0.2,Downward,-1,0.25,50,43.96,Neutral,-1.89,High Risk,Caution,0,19.1,D,Underweight,Conservative Allocation,-1.256682205,"WATCHLIST: Reference return -1.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.20) | Lower Warning: 0.19, Lower Danger: 0.18, Upper Warning: 0.21, Upper Danger: 0.22",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,23.25,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
VELODROME/USDT,MATURE,0.01,Downward,-1,-2.14,10,47.84,Neutral,-0.49,High Risk,Caution,0,-6.6,D,Underweight,Conservative Allocation,-1.379000718,"WATCHLIST: Reference return -0.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,3.95,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
CHESS/USDT,MATURE,0,Downward,-1,-1.56,30,40.14,Neutral,-3.15,High Risk,Caution,0,-1,D,Underweight,Conservative Allocation,-2.165394418,"WATCHLIST: Reference return -3.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,9.31,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
LINKUP/USDT,MATURE,0.01,Downward,-1,-0.9,35,48.07,Neutral,-3.42,High Risk,Caution,0,5.8,D,Underweight,Conservative Allocation,-0.068717896,"WATCHLIST: Reference return -3.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.55,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
VOXEL/USDT,MATURE,0.01,Downward,-1,-1.25,20,35.45,Bearish,-5.47,High Risk,Caution,0,-1.8,D,Underweight,Conservative Allocation,-1.505182244,"WATCHLIST: Reference return -5.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.02",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,7.88,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ICX/USDT,MATURE,0.04,Downward,-1,0.47,70,43.86,Neutral,-1.13,High Risk,Caution,0,25.2,D,Underweight,Conservative Allocation,-2.038783388,"WATCHLIST: Reference return -1.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,28.62,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
FARM/USDT,MATURE,11.73,Downward,-1,0.21,50,48.09,Neutral,-0.81,High Risk,Caution,19.2,23.1,D,Underweight,Conservative Allocation,-1.722846791,"WATCHLIST: Reference return -0.8%, Safety 19.2/100, Risk: High Risk","Risk Reference Prices (Current: 11.73) | Lower Warning: 11.14, Lower Danger: 10.56, Upper Warning: 12.32, Upper Danger: 12.9",WATCHLIST,Risky,Weak,Aggressive Growth,Watch / DCA Only,High-Beta Growth Position,High Risk | Risky | Weak,31.48,Suitable for aggressive investors targeting high upside with elevated risk exposure. Current weakness suggests observation or gradual accumulation only.
AUCTION/USDT,MATURE,4.68,Downward,-1,0.4,60,46.61,Neutral,-1.22,High Risk,Caution,23.3,27.6,D,Underweight,Conservative Allocation,-0.303538218,"WATCHLIST: Reference return -1.2%, Safety 23.3/100, Risk: High Risk","Risk Reference Prices (Current: 4.68) | Lower Warning: 4.45, Lower Danger: 4.21, Upper Warning: 4.91, Upper Danger: 5.15",WATCHLIST,Risky,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Risky | Acceptable,36.1,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
XVS/USDT,MATURE,2.71,Downward,-1,0.26,50,44.8,Neutral,-2.12,High Risk,Caution,2.4,19.8,D,Underweight,Conservative Allocation,-1.058622042,"WATCHLIST: Reference return -2.1%, Safety 2.4/100, Risk: High Risk","Risk Reference Prices (Current: 2.71) | Lower Warning: 2.57, Lower Danger: 2.44, Upper Warning: 2.85, Upper Danger: 2.98",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,24.41,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
WAN/USDT,MATURE,0.07,Downward,-1,-1.1,35,50.53,Neutral,0.49,Low Risk,Mediate,41,13.6,D,Underweight,Conservative Allocation,-0.982555241,"WATCHLIST: Reference return 0.5%, Safety 41.0/100, Risk: Low Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.06, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.07",WATCHLIST,Caution,Weak,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Caution | Weak,30.98,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
NEWT/USDT,MATURE,0.07,Downward,-1,-1.34,45,46.53,Neutral,-0.71,High Risk,Caution,0,4.3,D,Underweight,Conservative Allocation,-1.861173358,"WATCHLIST: Reference return -0.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.06, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.07",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.34,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
BNBUP/USDT,MATURE,61.8,Upward,1,1.75,85,58.93,Neutral,5.26,Low Risk,Caution,23.3,53,C+,Watchlist,Double Check,1.694700225,"WATCHLIST: Reference return 5.3%, Safety 23.3/100, Risk: Low Risk","Risk Reference Prices (Current: 61.80) | Lower Warning: 58.71, Lower Danger: 55.62, Upper Warning: 64.89, Upper Danger: 67.98",WATCHLIST,Risky,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Risky | Strong,52.07,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
NULS/USDT,MATURE,0.03,Downward,-1,-1.84,40,25.97,Bearish,-9.25,High Risk,Caution,0,-2.6,D,Underweight,Conservative Allocation,-2.518819982,"WATCHLIST: Reference return -9.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,8.22,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
BTCDOWN/USDT,MATURE,0,Downward,-1,-1.77,40,38.13,Bearish,-3.61,High Risk,Caution,0,-0.5,D,Underweight,Conservative Allocation,-2.489991788,"WATCHLIST: Reference return -3.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,10.24,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
XRPDOWN/USDT,MATURE,0,Downward,-1,1.59,75,40.99,Neutral,-1.26,High Risk,Caution,0,34.4,D,Underweight,Conservative Allocation,-0.335011122,"WATCHLIST: Reference return -1.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,34.64,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
MLN/USDT,MATURE,3.23,Downward,-1,0.39,50,45.81,Neutral,-1.67,High Risk,Caution,0,20.7,D,Underweight,Conservative Allocation,-0.216168378,"WATCHLIST: Reference return -1.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 3.23) | Lower Warning: 3.07, Lower Danger: 2.91, Upper Warning: 3.39, Upper Danger: 3.55",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,24.27,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
LUMIA/USDT,MATURE,0.07,Downward,-1,1.29,75,49.75,Neutral,1.2,High Risk,Caution,0,35.8,C,Caution,Risk Mitigation,-1.424811317,"WATCHLIST: Reference return 1.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.07, Lower Danger: 0.07, Upper Warning: 0.08, Upper Danger: 0.08",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,35.19,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
MTL/USDT,MATURE,0.29,Downward,-1,1.03,65,47.69,Neutral,-0.36,High Risk,Caution,13.6,32.3,D,Underweight,Conservative Allocation,-1.579606618,"WATCHLIST: Reference return -0.4%, Safety 13.6/100, Risk: High Risk","Risk Reference Prices (Current: 0.29) | Lower Warning: 0.27, Lower Danger: 0.26, Upper Warning: 0.3, Upper Danger: 0.32",WATCHLIST,Risky,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Risky | Acceptable,36.54,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
